0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0035626882894017166,0.0035036014402702875,0.004825321198225081,0.006053161682005009,0.002210020023459331,0.005293722331140232,0.005297782717188579,0.005037100872621075,0.01036515477586275,0.003545908343968792,0.003551904751424262,0.0032944532402864983,0.003331543900894126,0.16032752784839432,0.15218007158912056,0.14660441194687582,0.004754505822025819,0.005079851336975153,0.1142597771590651,0.005247081541727497,0.004374741408384435,0.00438041544811078,0.004365152575655128,0.004484791743428644,0.004521748848405746,0.004823459015867734,0.005441616198133098,0.004917464872624549,0.005000188802660285,0.0047664481016652625,0.004826248948921237,0.0053674332069618726,0.004535572441044945,0.005038132355015125,0.004720445374706452,0.0050801181756995025,0.004912407892793723,0.005934811061170344,0.004092147854064003,0.004391750590823407,0.004588698048465455,0.005032006667034234,0.004750912059154713,0.005847917334328233,0.005421825328055255,0.005483259605339607,0.004903323918449984,0.004732652700312378,0.005940006279937672,0.005877720220269724,0.0042791500492719275,0.004469945309003585,0.004924663724787044,0.005166490565130272,0.005196825499348039,0.005164786308309662,0.00510596434575208,0.005216032267163855,0.0056879203190798155,0.0050340938271453434,0.00508320901131963,0.005136350528207151,0.005261990731727973,0.005463473495640151,0.005488135944758694,0.00681478662419506,0.00630905800850069,0.0065957584318125,0.005814301192355917,0.006005860769246807,0.0060876475729355894,0.006118466175745194,0.006192161910353142,0.007376684753608756,0.006626761269634999,0.007592645497650466,0.006730616034217571,0.0076534179250114425,0.007605331868927884,0.007708245189734122,0.007713599390602281,0.007678577526879365,0.00763371806550899,0.007920338787163443,0.007887140982839623,0.007850818622628458,0.008171061646725028,0.008145624016941464,0.008204820072045147,0.008171635571743496,0.008422398483317254,0.008572828587255268,0.008637802205960245,0.008988215991098818,0.00895625788053019,0.008904952338592197,0.009065856853596857,0.009131429241684924,0.009116310055204304,0.009102196792858046
