0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.004216799700354837,0.004265423359282204,0.006425478004545028,0.006240557790722971,0.00263188894237444,0.0059115664785256376,0.006317401292461713,0.005792889106095571,0.013343875359484515,0.004456564263475368,0.004388893314631477,0.004229658611636741,0.00451642575527804,0.18650526484169813,0.18036225756619123,0.17538822601999962,0.006309563357374871,0.006294305944919891,0.14285987464626537,0.006843561581698214,0.005236776175828459,0.005279611325618572,0.005365797478324261,0.0055196599687327985,0.005760007882343491,0.005994047495283211,0.006700580150569663,0.006183104029063371,0.006209423074436127,0.005992096276527124,0.005985193070915997,0.006774359876847323,0.0053386131851065255,0.006372042350459431,0.005932170078476676,0.005975991231250462,0.005740090977583872,0.006929975271857061,0.005352607093504675,0.005326163656511537,0.005514564542660978,0.0064177808276869915,0.005932490762036259,0.007363266263529518,0.006869472670831583,0.006685731463492821,0.0062025512823609295,0.005811605991409924,0.007735515176085624,0.007641541612006565,0.005545428592970477,0.005746859607042824,0.006656965019297713,0.006523035071867514,0.006622741865870383,0.006531123942921968,0.006535210985078604,0.006706603836837491,0.007065769219118765,0.006672065650726956,0.00669551819657374,0.006767669333500033,0.006857047445368782,0.007039603668688794,0.0070810500608378645,0.00834464702714414,0.00804896540571679,0.00836402915924478,0.007324334827330447,0.007522348181675334,0.007645123464054808,0.00763779988999498,0.007690667101876201,0.009436690831300203,0.008486614673408534,0.009584245171215628,0.008662020845522669,0.009802818471701271,0.009720324219372842,0.009841280024628401,0.009857863405430383,0.00987606568637598,0.00985226189255759,0.010286395613033817,0.010287391514996289,0.010297204230494081,0.011312809571549523,0.011320856635194785,0.011386471302212623,0.011329893490656414,0.011595624398172128,0.011677060598839835,0.01166724648959578,0.012063902682737307,0.01203751234941014,0.011965870530760089,0.011926064964295288,0.01202443016950607,0.01201455370714296,0.012012704711618529
